condition,frame,true_label,probability_present,confidence_abs_0_5,ood_score,is_ood
normal,21230,0,0.0414,0.4586,0.0414,0
normal,21240,0,0.0431,0.4569,0.0431,0
normal,21250,0,0.0416,0.4584,0.0416,0
normal,21260,0,0.0473,0.4527,0.0473,0
normal,21270,0,0.0397,0.4603,0.0397,0
normal,21280,0,0.0449,0.4551,0.0449,0
normal,21290,0,0.014,0.486,0.014,0
normal,21300,0,0.0214,0.4786,0.0214,0
normal,21310,0,0.0353,0.4647,0.0353,0
normal,21320,0,0.0877,0.4123,0.0877,0
normal,21330,0,0.0441,0.4559,0.0441,0
normal,21340,0,0.0372,0.4628,0.0372,0
normal,21350,0,0.0306,0.4694,0.0306,0
normal,21360,0,0.0129,0.4871,0.0129,0
normal,21370,0,0.0133,0.4867,0.0133,0
normal,21380,0,0.0133,0.4867,0.0133,0
normal,21390,0,0.0137,0.4863,0.0137,0
normal,21400,0,0.0139,0.4861,0.0139,0
normal,21410,0,0.0131,0.4869,0.0131,0
normal,21420,0,0.0383,0.4617,0.0383,0
normal,21430,0,0.056,0.444,0.056,0
normal,21440,0,0.0524,0.4476,0.0524,0
normal,21450,0,0.0375,0.4625,0.0375,0
normal,21460,1,0.0428,0.4572,0.0428,0
normal,21470,1,0.0351,0.4649,0.0351,0
normal,21480,1,0.019,0.481,0.019,0
normal,21490,1,0.0445,0.4555,0.0445,0
normal,21500,1,0.0126,0.4874,0.0126,0
normal,21510,1,0.0153,0.4847,0.0153,0
normal,21520,1,0.0553,0.4447,0.0553,0
normal,21530,0,0.0187,0.4813,0.0187,0
normal,21540,1,0.0183,0.4817,0.0183,0
normal,21550,1,0.0203,0.4797,0.0203,0
normal,21560,1,0.019,0.481,0.019,0
normal,21570,1,0.0191,0.4809,0.0191,0
normal,21580,0,0.0187,0.4813,0.0187,0
normal,21590,0,0.0187,0.4813,0.0187,0
normal,21600,0,0.0187,0.4813,0.0187,0
normal,21610,0,0.0187,0.4813,0.0187,0
normal,21620,0,0.0187,0.4813,0.0187,0
normal,21630,0,0.0187,0.4813,0.0187,0
normal,21640,0,0.0187,0.4813,0.0187,0
normal,21650,0,0.0187,0.4813,0.0187,0
normal,21660,0,0.0187,0.4813,0.0187,0
normal,21670,0,0.0187,0.4813,0.0187,0
normal,21680,0,0.0187,0.4813,0.0187,0
normal,21690,0,0.0187,0.4813,0.0187,0
normal,21700,0,0.022,0.478,0.022,0
normal,21710,0,0.0713,0.4287,0.0713,0
normal,21720,0,0.0446,0.4554,0.0446,0
normal,21730,0,0.023,0.477,0.023,0
normal,21740,0,0.0627,0.4373,0.0627,0
normal,21750,0,0.0363,0.4637,0.0363,0
normal,21760,0,0.0321,0.4679,0.0321,0
normal,21770,0,0.0213,0.4787,0.0213,0
normal,21780,0,0.026,0.474,0.026,0
normal,21790,0,0.0276,0.4724,0.0276,0
normal,21800,0,0.0365,0.4635,0.0365,0
normal,21810,0,0.0271,0.4729,0.0271,0
normal,21820,0,0.0748,0.4252,0.0748,0
normal,21830,0,0.0687,0.4313,0.0687,0
normal,21840,0,0.0986,0.4014,0.0986,0
normal,21850,0,0.0647,0.4353,0.0647,0
normal,21860,0,0.048,0.452,0.048,0
normal,21870,0,0.0528,0.4472,0.0528,0
normal,21880,0,0.046,0.454,0.046,0
normal,21890,0,0.0563,0.4437,0.0563,0
normal,21900,0,0.0214,0.4786,0.0214,0
normal,21910,0,0.0163,0.4837,0.0163,0
normal,21920,0,0.0207,0.4793,0.0207,0
normal,21930,0,0.0218,0.4782,0.0218,0
normal,21940,0,0.0449,0.4551,0.0449,0
normal,21950,0,0.0198,0.4802,0.0198,0
normal,21960,0,0.0241,0.4759,0.0241,0
normal,21970,0,0.044,0.456,0.044,0
normal,21980,1,0.024,0.476,0.024,0
normal,21990,1,0.036,0.464,0.036,0
normal,22000,1,0.0467,0.4533,0.0467,0
normal,22010,0,0.0482,0.4518,0.0482,0
normal,22020,0,0.0313,0.4687,0.0313,0
normal,22030,0,0.0405,0.4595,0.0405,0
normal,22040,0,0.0486,0.4514,0.0486,0
normal,22050,0,0.036,0.464,0.036,0
normal,22060,0,0.1144,0.3856,0.1144,0
normal,22070,0,0.0698,0.4302,0.0698,0
normal,22080,0,0.0204,0.4796,0.0204,0
normal,22090,0,0.0204,0.4796,0.0204,0
normal,22100,0,0.0081,0.4919,0.0081,0
normal,22110,0,0.0133,0.4867,0.0133,0
normal,22120,0,0.0198,0.4802,0.0198,0
normal,22130,0,0.0159,0.4841,0.0159,0
normal,22140,0,0.0171,0.4829,0.0171,0
normal,22150,0,0.0177,0.4823,0.0177,0
normal,22160,0,0.0177,0.4823,0.0177,0
normal,22170,0,0.0176,0.4824,0.0176,0
normal,22180,0,0.0194,0.4806,0.0194,0
normal,22190,0,0.0177,0.4823,0.0177,0
normal,22200,0,0.0177,0.4823,0.0177,0
normal,22210,0,0.0177,0.4823,0.0177,0
normal,22220,0,0.0177,0.4823,0.0177,0
normal,22230,0,0.0177,0.4823,0.0177,0
normal,22240,0,0.0177,0.4823,0.0177,0
normal,22250,0,0.0177,0.4823,0.0177,0
normal,22260,0,0.0177,0.4823,0.0177,0
normal,22270,0,0.0177,0.4823,0.0177,0
normal,22280,0,0.0177,0.4823,0.0177,0
normal,22290,0,0.0177,0.4823,0.0177,0
normal,22300,0,0.0177,0.4823,0.0177,0
normal,22310,0,0.0166,0.4834,0.0166,0
normal,22320,0,0.0258,0.4742,0.0258,0
normal,22330,0,0.0231,0.4769,0.0231,0
normal,22340,0,0.0181,0.4819,0.0181,0
normal,22350,0,0.0144,0.4856,0.0144,0
normal,22360,0,0.0242,0.4758,0.0242,0
normal,22370,0,0.0499,0.4501,0.0499,0
normal,22380,1,0.0236,0.4764,0.0236,0
normal,22390,1,0.0278,0.4722,0.0278,0
normal,22400,0,0.0192,0.4808,0.0192,0
normal,22410,0,0.0287,0.4713,0.0287,0
normal,22420,0,0.0284,0.4716,0.0284,0
normal,22430,0,0.0794,0.4206,0.0794,0
normal,22440,0,0.0464,0.4536,0.0464,0
normal,22450,0,0.0171,0.4829,0.0171,0
normal,22460,0,0.023,0.477,0.023,0
normal,22470,0,0.0306,0.4694,0.0306,0
normal,22480,0,0.0404,0.4596,0.0404,0
normal,22490,0,0.0452,0.4548,0.0452,0
normal,22500,0,0.0407,0.4593,0.0407,0
normal,22510,0,0.0398,0.4602,0.0398,0
normal,22520,0,0.0392,0.4608,0.0392,0
normal,22530,0,0.0398,0.4602,0.0398,0
normal,22540,0,0.04,0.46,0.04,0
normal,22550,0,0.0397,0.4603,0.0397,0
normal,22560,0,0.0394,0.4606,0.0394,0
normal,22570,1,0.0391,0.4609,0.0391,0
normal,22580,1,0.0395,0.4605,0.0395,0
normal,22590,1,0.0404,0.4596,0.0404,0
normal,22600,1,0.0419,0.4581,0.0419,0
normal,22610,1,0.0434,0.4566,0.0434,0
normal,22620,1,0.0415,0.4585,0.0415,0
normal,22630,1,0.0381,0.4619,0.0381,0
normal,22640,1,0.0492,0.4508,0.0492,0
normal,22650,1,0.0442,0.4558,0.0442,0
normal,22660,1,0.0424,0.4576,0.0424,0
normal,22670,1,0.0428,0.4572,0.0428,0
normal,22680,1,0.0435,0.4565,0.0435,0
normal,22690,1,0.0417,0.4583,0.0417,0
normal,22700,1,0.0446,0.4554,0.0446,0
normal,22710,1,0.0391,0.4609,0.0391,0
normal,22720,1,0.0375,0.4625,0.0375,0
normal,22730,1,0.0388,0.4612,0.0388,0
normal,22740,1,0.04,0.46,0.04,0
normal,22750,1,0.0365,0.4635,0.0365,0
normal,22760,1,0.0447,0.4553,0.0447,0
normal,22770,0,0.0525,0.4475,0.0525,0
normal,22780,0,0.0621,0.4379,0.0621,0
normal,22790,0,0.0397,0.4603,0.0397,0
normal,22800,0,0.0251,0.4749,0.0251,0
normal,22810,0,0.0444,0.4556,0.0444,0
normal,22820,0,0.0412,0.4588,0.0412,0
normal,22830,0,0.0373,0.4627,0.0373,0
normal,22840,1,0.0518,0.4482,0.0518,0
normal,22850,1,0.0413,0.4587,0.0413,0
normal,22860,1,0.0397,0.4603,0.0397,0
normal,22870,1,0.0419,0.4581,0.0419,0
normal,22880,1,0.0422,0.4578,0.0422,0
normal,22890,1,0.0418,0.4582,0.0418,0
normal,22900,1,0.0421,0.4579,0.0421,0
normal,22910,1,0.0392,0.4608,0.0392,0
normal,22920,1,0.0379,0.4621,0.0379,0
normal,22930,1,0.0413,0.4587,0.0413,0
normal,22940,1,0.0468,0.4532,0.0468,0
normal,22950,1,0.0404,0.4596,0.0404,0
normal,22960,1,0.0425,0.4575,0.0425,0
normal,22970,1,0.039,0.461,0.039,0
normal,22980,1,0.0434,0.4566,0.0434,0
normal,22990,1,0.038,0.462,0.038,0
normal,23000,1,0.0394,0.4606,0.0394,0
normal,23010,1,0.0405,0.4595,0.0405,0
normal,23020,1,0.0393,0.4607,0.0393,0
normal,23030,1,0.0386,0.4614,0.0386,0
normal,23040,1,0.0381,0.4619,0.0381,0
normal,23050,1,0.0396,0.4604,0.0396,0
normal,23060,1,0.0399,0.4601,0.0399,0
normal,23070,1,0.0428,0.4572,0.0428,0
normal,23080,1,0.036,0.464,0.036,0
normal,23090,1,0.0313,0.4687,0.0313,0
normal,23100,1,0.0339,0.4661,0.0339,0
normal,23110,1,0.0362,0.4638,0.0362,0
normal,23120,1,0.0377,0.4623,0.0377,0
normal,23130,1,0.0392,0.4608,0.0392,0
normal,23140,1,0.0392,0.4608,0.0392,0
normal,23150,1,0.0358,0.4642,0.0358,0
normal,23160,1,0.0366,0.4634,0.0366,0
normal,23170,1,0.0384,0.4616,0.0384,0
normal,23180,1,0.0379,0.4621,0.0379,0
normal,23190,1,0.0381,0.4619,0.0381,0
normal,23200,1,0.0438,0.4562,0.0438,0
normal,23210,1,0.0493,0.4507,0.0493,0
normal,23220,1,0.0438,0.4562,0.0438,0
normal,23230,1,0.0246,0.4754,0.0246,0
normal,23240,0,0.0886,0.4114,0.0886,0
normal,23250,0,0.0387,0.4613,0.0387,0
normal,23260,0,0.0506,0.4494,0.0506,0
normal,23270,0,0.0618,0.4382,0.0618,0
normal,23280,0,0.0301,0.4699,0.0301,0
normal,23290,0,0.0572,0.4428,0.0572,0
normal,23300,0,0.0349,0.4651,0.0349,0
normal,23310,0,0.0272,0.4728,0.0272,0
normal,23320,0,0.0227,0.4773,0.0227,0
normal,23330,0,0.0212,0.4788,0.0212,0
normal,23340,0,0.0212,0.4788,0.0212,0
normal,23350,0,0.0212,0.4788,0.0212,0
normal,23360,0,0.0211,0.4789,0.0211,0
normal,23370,0,0.0207,0.4793,0.0207,0
normal,23380,0,0.0207,0.4793,0.0207,0
normal,23390,0,0.0206,0.4794,0.0206,0
normal,23400,0,0.02,0.48,0.02,0
normal,23410,0,0.0196,0.4804,0.0196,0
normal,23420,0,0.0203,0.4797,0.0203,0
normal,23430,0,0.0203,0.4797,0.0203,0
normal,23440,0,0.0203,0.4797,0.0203,0
normal,23450,0,0.0203,0.4797,0.0203,0
normal,23460,0,0.0203,0.4797,0.0203,0
normal,23470,0,0.0203,0.4797,0.0203,0
normal,23480,0,0.0203,0.4797,0.0203,0
normal,23490,0,0.0203,0.4797,0.0203,0
normal,23500,0,0.0203,0.4797,0.0203,0
normal,23510,0,0.0203,0.4797,0.0203,0
normal,23520,0,0.0199,0.4801,0.0199,0
normal,23530,1,0.0198,0.4802,0.0198,0
normal,23540,1,0.0172,0.4828,0.0172,0
normal,23550,1,0.0201,0.4799,0.0201,0
normal,23560,1,0.0188,0.4812,0.0188,0
normal,23570,1,0.0208,0.4792,0.0208,0
normal,23580,1,0.0193,0.4807,0.0193,0
normal,23590,1,0.019,0.481,0.019,0
normal,23600,1,0.0206,0.4794,0.0206,0
normal,23610,1,0.021,0.479,0.021,0
normal,23620,1,0.0207,0.4793,0.0207,0
normal,23630,1,0.0213,0.4787,0.0213,0
normal,23640,1,0.0224,0.4776,0.0224,0
normal,23650,1,0.0209,0.4791,0.0209,0
normal,23660,0,0.0274,0.4726,0.0274,0
normal,23670,0,0.0199,0.4801,0.0199,0
normal,23680,0,0.0241,0.4759,0.0241,0
normal,23690,0,0.0143,0.4857,0.0143,0
normal,23700,1,0.0828,0.4172,0.0828,0
normal,23710,1,0.0437,0.4563,0.0437,0
normal,23720,1,0.0521,0.4479,0.0521,0
normal,23730,1,0.0545,0.4455,0.0545,0
normal,23740,0,0.0156,0.4844,0.0156,0
normal,23750,0,0.0573,0.4427,0.0573,0
normal,23760,0,0.0392,0.4608,0.0392,0
normal,23770,0,0.0393,0.4607,0.0393,0
normal,23780,0,0.0393,0.4607,0.0393,0
normal,23790,0,0.0393,0.4607,0.0393,0
normal,23800,0,0.0393,0.4607,0.0393,0
normal,23810,0,0.0393,0.4607,0.0393,0
normal,23820,0,0.0399,0.4601,0.0399,0
normal,23830,0,0.0392,0.4608,0.0392,0
normal,23840,0,0.0366,0.4634,0.0366,0
normal,23850,0,0.0344,0.4656,0.0344,0
normal,23860,0,0.0372,0.4628,0.0372,0
normal,23870,0,0.0371,0.4629,0.0371,0
normal,23880,0,0.0367,0.4633,0.0367,0
normal,23890,0,0.0335,0.4665,0.0335,0
normal,23900,0,0.0393,0.4607,0.0393,0
normal,23910,0,0.0393,0.4607,0.0393,0
normal,23920,0,0.0393,0.4607,0.0393,0
normal,23930,0,0.0393,0.4607,0.0393,0
normal,23940,0,0.0393,0.4607,0.0393,0
normal,23950,0,0.0393,0.4607,0.0393,0
normal,23960,0,0.0426,0.4574,0.0426,0
normal,23970,0,0.0512,0.4488,0.0512,0
normal,23980,0,0.0524,0.4476,0.0524,0
normal,23990,0,0.054,0.446,0.054,0
normal,24000,0,0.0376,0.4624,0.0376,0
normal,24010,0,0.0421,0.4579,0.0421,0
normal,24020,0,0.0323,0.4677,0.0323,0
normal,24030,0,0.028,0.472,0.028,0
normal,24040,0,0.0247,0.4753,0.0247,0
normal,24050,0,0.0548,0.4452,0.0548,0
normal,24060,0,0.0879,0.4121,0.0879,0
normal,24070,0,0.0593,0.4407,0.0593,0
normal,24080,0,0.0361,0.4639,0.0361,0
normal,24090,0,0.0457,0.4543,0.0457,0
normal,24100,0,0.0369,0.4631,0.0369,0
normal,24110,0,0.0594,0.4406,0.0594,0
normal,24120,0,0.0482,0.4518,0.0482,0
normal,24130,0,0.0228,0.4772,0.0228,0
normal,24140,0,0.0469,0.4531,0.0469,0
normal,24150,0,0.0611,0.4389,0.0611,0
normal,24160,0,0.0311,0.4689,0.0311,0
normal,24170,0,0.0364,0.4636,0.0364,0
normal,24180,1,0.0314,0.4686,0.0314,0
normal,24190,1,0.0544,0.4456,0.0544,0
normal,24200,0,0.0709,0.4291,0.0709,0
normal,24210,0,0.0759,0.4241,0.0759,0
normal,24220,0,0.0893,0.4107,0.0893,0
normal,24230,0,0.065,0.435,0.065,0
normal,24240,0,0.0861,0.4139,0.0861,0
normal,24250,0,0.0509,0.4491,0.0509,0
normal,24260,0,0.0283,0.4717,0.0283,0
normal,24270,0,0.1028,0.3972,0.1028,0
normal,24280,1,0.0289,0.4711,0.0289,0
normal,24290,0,0.0104,0.4896,0.0104,0
normal,24300,0,0.0155,0.4845,0.0155,0
normal,24310,1,0.0783,0.4217,0.0783,0
normal,24320,1,0.0592,0.4408,0.0592,0
normal,24330,1,0.0553,0.4447,0.0553,0
normal,24340,1,0.0486,0.4514,0.0486,0
normal,24350,1,0.0391,0.4609,0.0391,0
normal,24360,1,0.0338,0.4662,0.0338,0
normal,24370,1,0.0506,0.4494,0.0506,0
normal,24380,1,0.0279,0.4721,0.0279,0
normal,24390,0,0.0289,0.4711,0.0289,0
normal,24400,0,0.0261,0.4739,0.0261,0
normal,24410,1,0.0457,0.4543,0.0457,0
normal,24420,0,0.0985,0.4015,0.0985,0
normal,24430,0,0.0722,0.4278,0.0722,0
normal,24440,0,0.094,0.406,0.094,0
normal,24450,0,0.0838,0.4162,0.0838,0
normal,24460,0,0.0735,0.4265,0.0735,0
normal,24470,0,0.0901,0.4099,0.0901,0
normal,24480,0,0.1141,0.3859,0.1141,0
normal,24490,0,0.0815,0.4185,0.0815,0
normal,24500,0,0.108,0.392,0.108,0
normal,24510,0,0.0994,0.4006,0.0994,0
normal,24520,0,0.1056,0.3944,0.1056,0
normal,24530,0,0.1062,0.3938,0.1062,0
normal,24540,0,0.1022,0.3978,0.1022,0
normal,24550,0,0.108,0.392,0.108,0
normal,24560,0,0.1277,0.3723,0.1277,0
normal,24570,1,0.1242,0.3758,0.1242,0
normal,24580,1,0.079,0.421,0.079,0
normal,24590,0,0.0921,0.4079,0.0921,0
normal,24600,0,0.1107,0.3893,0.1107,0
normal,24610,1,0.0706,0.4294,0.0706,0
normal,24620,0,0.0449,0.4551,0.0449,0
normal,24630,0,0.0252,0.4748,0.0252,0
normal,24640,0,0.019,0.481,0.019,0
normal,24650,0,0.017,0.483,0.017,0
normal,24660,0,0.0168,0.4832,0.0168,0
normal,24670,0,0.0182,0.4818,0.0182,0
normal,24680,0,0.017,0.483,0.017,0
normal,24690,0,0.0166,0.4834,0.0166,0
normal,24700,0,0.0166,0.4834,0.0166,0
normal,24710,0,0.0163,0.4837,0.0163,0
normal,24720,0,0.0227,0.4773,0.0227,0
normal,24730,0,0.0527,0.4473,0.0527,0
normal,24740,0,0.0595,0.4405,0.0595,0
normal,24750,0,0.0446,0.4554,0.0446,0
normal,24760,0,0.0416,0.4584,0.0416,0
normal,24770,1,0.0398,0.4602,0.0398,0
normal,24780,1,0.0392,0.4608,0.0392,0
normal,24790,1,0.0434,0.4566,0.0434,0
normal,24800,1,0.0448,0.4552,0.0448,0
normal,24810,1,0.0451,0.4549,0.0451,0
normal,24820,1,0.0451,0.4549,0.0451,0
normal,24830,1,0.0421,0.4579,0.0421,0
normal,24840,1,0.0531,0.4469,0.0531,0
normal,24850,0,0.0363,0.4637,0.0363,0
normal,24860,0,0.0241,0.4759,0.0241,0
normal,24870,0,0.0348,0.4652,0.0348,0
normal,24880,0,0.0531,0.4469,0.0531,0
normal,24890,0,0.0437,0.4563,0.0437,0
normal,24900,0,0.0444,0.4556,0.0444,0
normal,24910,0,0.0441,0.4559,0.0441,0
normal,24920,0,0.0427,0.4573,0.0427,0
normal,24930,0,0.0438,0.4562,0.0438,0
normal,24940,0,0.0438,0.4562,0.0438,0
normal,24950,0,0.0438,0.4562,0.0438,0
normal,24960,0,0.0439,0.4561,0.0439,0
normal,24970,0,0.0441,0.4559,0.0441,0
normal,24980,0,0.044,0.456,0.044,0
normal,24990,0,0.0441,0.4559,0.0441,0
normal,25000,0,0.0446,0.4554,0.0446,0
normal,25010,0,0.0418,0.4582,0.0418,0
normal,25020,0,0.0488,0.4512,0.0488,0
normal,25030,0,0.0462,0.4538,0.0462,0
normal,25040,0,0.0471,0.4529,0.0471,0
normal,25050,0,0.0447,0.4553,0.0447,0
normal,25060,0,0.0312,0.4688,0.0312,0
normal,25070,1,0.0316,0.4684,0.0316,0
normal,25080,1,0.0343,0.4657,0.0343,0
normal,25090,1,0.0535,0.4465,0.0535,0
normal,25100,0,0.0631,0.4369,0.0631,0
normal,25110,0,0.0634,0.4366,0.0634,0
normal,25120,0,0.0725,0.4275,0.0725,0
normal,25130,1,0.0581,0.4419,0.0581,0
normal,25140,1,0.0681,0.4319,0.0681,0
normal,25150,1,0.0556,0.4444,0.0556,0
normal,25160,1,0.0573,0.4427,0.0573,0
normal,25170,1,0.0591,0.4409,0.0591,0
normal,25180,1,0.0539,0.4461,0.0539,0
normal,25190,1,0.0594,0.4406,0.0594,0
normal,25200,1,0.0638,0.4362,0.0638,0
normal,25210,1,0.0608,0.4392,0.0608,0
normal,25220,1,0.063,0.437,0.063,0
normal,25230,1,0.067,0.433,0.067,0
normal,25240,1,0.063,0.437,0.063,0
normal,25250,1,0.0731,0.4269,0.0731,0
normal,25260,1,0.06,0.44,0.06,0
normal,25270,1,0.0627,0.4373,0.0627,0
normal,25280,0,0.0699,0.4301,0.0699,0
normal,25290,0,0.0655,0.4345,0.0655,0
normal,25300,0,0.0662,0.4338,0.0662,0
normal,25310,0,0.0766,0.4234,0.0766,0
normal,25320,1,0.0633,0.4367,0.0633,0
normal,25330,1,0.052,0.448,0.052,0
normal,25340,1,0.0517,0.4483,0.0517,0
normal,25350,1,0.0766,0.4234,0.0766,0
normal,25360,0,0.0179,0.4821,0.0179,0
normal,25370,0,0.0192,0.4808,0.0192,0
normal,25380,0,0.0211,0.4789,0.0211,0
normal,25390,0,0.0202,0.4798,0.0202,0
normal,25400,0,0.0286,0.4714,0.0286,0
normal,25410,0,0.0327,0.4673,0.0327,0
normal,25420,0,0.022,0.478,0.022,0
normal,25430,0,0.0465,0.4535,0.0465,0
normal,25440,0,0.0338,0.4662,0.0338,0
normal,25450,0,0.0335,0.4665,0.0335,0
normal,25460,0,0.0489,0.4511,0.0489,0
normal,25470,0,0.0379,0.4621,0.0379,0
normal,25480,0,0.0315,0.4685,0.0315,0
normal,25490,0,0.0508,0.4492,0.0508,0
normal,25500,0,0.0457,0.4543,0.0457,0
normal,25510,0,0.0414,0.4586,0.0414,0
normal,25520,0,0.0461,0.4539,0.0461,0
normal,25530,0,0.0243,0.4757,0.0243,0
normal,25540,0,0.0305,0.4695,0.0305,0
normal,25550,0,0.0368,0.4632,0.0368,0
normal,25560,0,0.034,0.466,0.034,0
normal,25570,0,0.0299,0.4701,0.0299,0
normal,25580,0,0.028,0.472,0.028,0
normal,25590,0,0.0249,0.4751,0.0249,0
normal,25600,0,0.0211,0.4789,0.0211,0
normal,25610,0,0.0294,0.4706,0.0294,0
normal,25620,0,0.034,0.466,0.034,0
normal,25630,0,0.0187,0.4813,0.0187,0
normal,25640,0,0.0154,0.4846,0.0154,0
normal,25650,0,0.0359,0.4641,0.0359,0
normal,25660,0,0.0288,0.4712,0.0288,0
normal,25670,0,0.0309,0.4691,0.0309,0
normal,25680,0,0.096,0.404,0.096,0
normal,25690,0,0.0393,0.4607,0.0393,0
normal,25700,0,0.0509,0.4491,0.0509,0
normal,25710,0,0.0448,0.4552,0.0448,0
normal,25720,0,0.0653,0.4347,0.0653,0
normal,25730,0,0.0359,0.4641,0.0359,0
normal,25740,0,0.0279,0.4721,0.0279,0
normal,25750,0,0.0195,0.4805,0.0195,0
normal,25760,0,0.0209,0.4791,0.0209,0
normal,25770,0,0.0223,0.4777,0.0223,0
normal,25780,0,0.0428,0.4572,0.0428,0
normal,25790,0,0.0365,0.4635,0.0365,0
normal,25800,0,0.0493,0.4507,0.0493,0
normal,25810,0,0.0587,0.4413,0.0587,0
normal,25820,0,0.075,0.425,0.075,0
normal,25830,0,0.1059,0.3941,0.1059,0
normal,25840,0,0.0572,0.4428,0.0572,0
normal,25850,0,0.0601,0.4399,0.0601,0
normal,25860,0,0.0651,0.4349,0.0651,0
normal,25870,0,0.0249,0.4751,0.0249,0
normal,25880,0,0.0615,0.4385,0.0615,0
normal,25890,0,0.0212,0.4788,0.0212,0
normal,25900,0,0.0209,0.4791,0.0209,0
normal,25910,0,0.0248,0.4752,0.0248,0
normal,25920,0,0.0172,0.4828,0.0172,0
normal,25930,0,0.0477,0.4523,0.0477,0
normal,25940,0,0.0131,0.4869,0.0131,0
normal,25950,0,0.0175,0.4825,0.0175,0
normal,25960,1,0.0241,0.4759,0.0241,0
normal,25970,1,0.0416,0.4584,0.0416,0
normal,25980,1,0.037,0.463,0.037,0
normal,25990,1,0.0594,0.4406,0.0594,0
normal,26000,1,0.0388,0.4612,0.0388,0
normal,26010,0,0.0512,0.4488,0.0512,0
normal,26020,0,0.0422,0.4578,0.0422,0
normal,26030,0,0.0443,0.4557,0.0443,0
normal,26040,0,0.0442,0.4558,0.0442,0
normal,26050,0,0.0438,0.4562,0.0438,0
normal,26060,0,0.0436,0.4564,0.0436,0
normal,26070,0,0.0462,0.4538,0.0462,0
normal,26080,0,0.0462,0.4538,0.0462,0
normal,26090,0,0.0993,0.4007,0.0993,0
normal,26100,0,0.0918,0.4082,0.0918,0
normal,26110,0,0.0556,0.4444,0.0556,0
normal,26120,1,0.0173,0.4827,0.0173,0
normal,26130,1,0.0214,0.4786,0.0214,0
normal,26140,1,0.0159,0.4841,0.0159,0
normal,26150,1,0.0202,0.4798,0.0202,0
normal,26160,1,0.0133,0.4867,0.0133,0
normal,26170,1,0.0135,0.4865,0.0135,0
normal,26180,1,0.0163,0.4837,0.0163,0
normal,26190,1,0.0164,0.4836,0.0164,0
normal,26200,1,0.0164,0.4836,0.0164,0
normal,26210,1,0.0117,0.4883,0.0117,0
normal,26220,0,0.0129,0.4871,0.0129,0
normal,26230,0,0.0129,0.4871,0.0129,0
normal,26240,0,0.0134,0.4866,0.0134,0
normal,26250,0,0.0156,0.4844,0.0156,0
normal,26260,0,0.0139,0.4861,0.0139,0
normal,26270,0,0.0134,0.4866,0.0134,0
normal,26280,0,0.0132,0.4868,0.0132,0
normal,26290,0,0.0134,0.4866,0.0134,0
normal,26300,0,0.0134,0.4866,0.0134,0
normal,26310,0,0.0133,0.4867,0.0133,0
normal,26320,0,0.0132,0.4868,0.0132,0
normal,26330,0,0.0131,0.4869,0.0131,0
normal,26340,0,0.0127,0.4873,0.0127,0
normal,26350,1,0.0152,0.4848,0.0152,0
normal,26360,1,0.0142,0.4858,0.0142,0
normal,26370,1,0.0132,0.4868,0.0132,0
normal,26380,1,0.0199,0.4801,0.0199,0
normal,26390,0,0.0461,0.4539,0.0461,0
normal,26400,0,0.0425,0.4575,0.0425,0
normal,26410,0,0.0571,0.4429,0.0571,0
normal,26420,0,0.0161,0.4839,0.0161,0
normal,26430,0,0.0171,0.4829,0.0171,0
normal,26440,0,0.016,0.484,0.016,0
normal,26450,0,0.0386,0.4614,0.0386,0
normal,26460,0,0.0276,0.4724,0.0276,0
normal,26470,0,0.0273,0.4727,0.0273,0
normal,26480,0,0.0273,0.4727,0.0273,0
normal,26490,0,0.0307,0.4693,0.0307,0
normal,26500,0,0.0251,0.4749,0.0251,0
normal,26510,0,0.0251,0.4749,0.0251,0
normal,26520,0,0.0251,0.4749,0.0251,0
normal,26530,0,0.0251,0.4749,0.0251,0
normal,26540,0,0.0251,0.4749,0.0251,0
normal,26550,0,0.0251,0.4749,0.0251,0
normal,26560,0,0.0251,0.4749,0.0251,0
normal,26570,0,0.0251,0.4749,0.0251,0
normal,26580,0,0.0251,0.4749,0.0251,0
normal,26590,0,0.0251,0.4749,0.0251,0
normal,26600,0,0.0251,0.4749,0.0251,0
normal,26610,0,0.0251,0.4749,0.0251,0
normal,26620,0,0.025,0.475,0.025,0
normal,26630,0,0.0247,0.4753,0.0247,0
normal,26640,0,0.0199,0.4801,0.0199,0
normal,26650,0,0.0213,0.4787,0.0213,0
normal,26660,0,0.024,0.476,0.024,0
normal,26670,0,0.0205,0.4795,0.0205,0
normal,26680,0,0.0342,0.4658,0.0342,0
normal,26690,0,0.0607,0.4393,0.0607,0
normal,26700,0,0.0529,0.4471,0.0529,0
normal,26710,0,0.0762,0.4238,0.0762,0
normal,26720,1,0.0211,0.4789,0.0211,0
normal,26730,1,0.0686,0.4314,0.0686,0
normal,26740,0,0.0288,0.4712,0.0288,0
normal,26750,0,0.0324,0.4676,0.0324,0
normal,26760,0,0.0551,0.4449,0.0551,0
normal,26770,0,0.043,0.457,0.043,0
normal,26780,0,0.0521,0.4479,0.0521,0
normal,26790,0,0.0605,0.4395,0.0605,0
normal,26800,0,0.0418,0.4582,0.0418,0
normal,26810,0,0.0735,0.4265,0.0735,0
normal,26820,0,0.0307,0.4693,0.0307,0
normal,26830,0,0.0842,0.4158,0.0842,0
normal,26840,0,0.0513,0.4487,0.0513,0
normal,26850,0,0.0089,0.4911,0.0089,0
normal,26860,0,0.0097,0.4903,0.0097,0
